app_name,app_size_bytes,app_price,app_ratings_count,app_rating,app_genre
ピタゴラパブロフ,185879552,0,0,0,Games
全民K歌,119202816,0,441,4.5,Entertainment
Close5 - Buy & Sell Stuff Locally,62879744,0,5010,4,Shopping
The Voice Official App on NBC,23755776,0,3327,4.5,Entertainment
The Maze Runner ™,261382144,0,3370,4,Games
Webcams Viewer - Live Video Surveillance IP Cams,13913088,0,130,3,Entertainment
Banner Saga,2030561280,9.99,1276,4.5,Games
Clicker Heroes,90272768,0,7495,4.5,Games
Nick Jr.,85286912,0,1541,3.5,Education
SNKRS,79418368,0,12298,4.5,Shopping
Fullscreen,108388352,0,894,3.5,Entertainment
Adobe Illustrator Draw,107823104,0,3215,4.5,Productivity
DRAGON QUEST,27130880,2.99,419,4.5,Games
Kanazawa Shogi 2,77126656,5.99,0,0,Games
百度外卖 -美食订餐品质生活，超市水果安全到家,65560576,0,148,4,Food & Drink
"Official QR Code reader ""Q"" - QR app. -",69015552,0,0,0,Productivity
Heroes and Castles 2,766031872,1.99,2027,4.5,Games
1010!,131249152,0,53496,4.5,Games
Dawn of Titans,1213626368,0,18735,4.5,Games
途牛旅游PRO-订机票酒店，查旅行景点门票,159574016,0.99,0,0,Travel
StageCameraHD,7755776,0,0,0,Photo & Video
Tiny Archers,167745536,0,568,4,Games
Trebel Music - Unlimited Music Downloader,54278144,0,2570,4.5,Music
Five Nights at Freddy's,49946624,2.99,27388,4.5,Games
Marco Polo Video Walkie Talkie,122692608,0,27662,4.5,Social Networking
Ticket Camp - フリマよりも安心で簡単なチケットアプリ,65034240,0,0,0,Shopping
Wildlife Simulator: Bear,87031808,1.99,122,4.5,Games
Fist of Fury,45833216,0,6813,4.5,Games
SimCity BuildIt,96606208,0,198338,4.5,Games
Suicaチャージ,2334720,0,3,2,Finance
Just Dance Controller,183842816,0,440,2.5,Games
家长通-一起作业旗下家长端的同步课堂点读机,81256448,0,15,4.5,Education
TIDAL,63882240,0,7398,4,Music
Amazing Thief,17489920,0,21984,4,Games
Sleep Attack TD,672624640,2.99,45,4,Games
The Complete Adventures of Pan (Books 1-7),2334249984,27.99,649,4.5,Book
One More Line,127930368,0,8392,4.5,Games
Fatal,32017408,0,124,4,Games
Retouch Vogue - Facetune Wrinkles & Pimples Makeup,25153536,0,2235,4.5,Photo & Video
Méditations avec Christophe André,117628928,4.99,0,0,Health & Fitness
World of Dragons: Dragon Simulator,111820800,0.99,1138,4.5,Games
Run Sackboy! Run!,271454208,0,2027,4,Games
RAMBOAT - Game of Shoot and Dash Run and Jump !,64588800,0,1114,4.5,Games
Dolphin Simulator,104689664,0.99,388,4,Games
Snake Simulator,71372800,0.99,859,4.5,Games
Orca Simulator,147263488,0.99,397,4.5,Games
mazec - 手書き日本語入力ソフト,51886080,8.99,5,3.5,Utilities
Workflow: Powerful Automation Made Simple,115055616,0,1498,4,Productivity
Mia and me - Free the Unicorns!,613076992,2.99,45,4,Games
Monster Mingle,309072896,2.99,17,4.5,Education
RainbowKey - Color keyboard themes fonts & GIF,86156288,0,23063,4.5,Utilities
Daisy Chain,260082688,0.99,0,0,Games
Project Life,181997568,2.99,666,4.5,Photo & Video
Dr. Panda’s Swimming Pool,221777920,1.99,371,4.5,Education
VOX: FLAC Music Player with MP3 & Equalizer,73674752,3.99,495,4,Music
Sugar Smash: Book of Life,128648192,0,20254,5,Games
Swype,39969792,0.99,7216,3,Utilities
Procreate Pocket,74910720,2.99,337,4,Entertainment
Sunny ~ Calm wave & ocean sounds to Sleep Relax Meditate on the beach with rain and sea birds,86542336,1.99,1079,5,Health & Fitness
Tobuscus Adventures: Wizards,438812672,4.99,6741,5,Games
Creema（クリーマ）- ハンドメイドマーケットプレイス,31853568,0,0,0,Shopping
Stormfall: Rise of Balur,158947328,0,3340,4.5,Games
Pennies – Budget and Expense Tracker,80970752,3.99,736,4.5,Finance
Warmlight - Manual Camera & Photo Editor,57647104,4.99,643,4,Photo & Video
讯飞输入法-智能语音输入和表情斗图神器,124801024,0,822,4.5,Utilities
Geometry Wars 3: Dimensions Evolved,120050688,9.99,1122,4.5,Games
5miles: Buy and Sell Used Stuff Locally,54063104,0,16105,4.5,Shopping
My Movies Pro - Movie & TV Collection Library,95249408,7.99,1309,4.5,Catalogs
搜狗输入法-Sogou Keyboard,89465856,0,874,3,Utilities
Fingerprint Login: PassKey Password & Apps Lock,80351232,0,718,2,Productivity
Runcast - Weather for Runners,47755264,0.99,11,3.5,Weather
Afterpulse,970903552,0,9321,4.5,Games
GIF Keyboard,71191552,0,5979,4,Utilities
Dr. Panda Mailman,169786368,3.99,942,4.5,Education
史上最强的大脑4-超级王者(时代永恒小强),52194304,0,24,4.5,Games
The Room Three,1005560832,4.99,23878,5,Games
Monster Mania,98089984,0,175,4.5,Games
Stick Hero,28680192,0,31727,4.5,Games
信用钱包官方版-用手机号就能贷款,32038912,0,0,0,Finance
After School - Funny Anonymous School News,148799488,0,18482,4,Social Networking
Money Pro - Personal Finance Budget Bills,133555200,2.99,754,4.5,Finance
Inside Out Thought Bubbles,164248576,0,21881,4.5,Games
Dubsmash,101078016,0,20243,4.5,Entertainment
DUAL!,19860480,0,2140,4.5,Games
EvoCreo - A Monster Capture RPG,138688512,0.99,242,4,Games
Toby: The Secret Mine,183043072,4.99,12,3.5,Games
Cartoon Wars 3,123680768,0,979,4,Games
Javelin Masters 2,60551168,0,2909,4.5,Games
Photomath - Camera Calculator,34342912,0,16523,4.5,Education
Toca Boo,216041472,2.99,431,4,Education
Mixels Rush - Use Mixes Maxes and Murps to Outrun the Nixels,90406912,0,288,4,Games
Camp Pokémon,1035772928,0,2125,4,Entertainment
The Survivor: Rusty Forest,342490112,0.99,1746,3.5,Games
マンガ図書館Z -人気漫画が読み放題！,77494272,0,9,5,Book
ContactsXL 2016,4557824,0.99,61,2.5,Productivity
Odd Bot Out,12656640,3.99,157,4.5,Games
Sago Mini Fairy Tales,187934720,2.99,94,4,Education
Tiny Miners,175606784,0,2317,4.5,Games
Anatomy & Physiology: Body Structures and Function,1758696448,34.99,49,4.5,Medical
Doc McStuffins: Mobile Clinic Rescue,297351168,2.99,91,3,Games
Baum,349646848,1.99,19,3,Games
Fun Run 2 - Multiplayer Race,126603264,0,31981,4.5,Games
Star Wars™: Galaxy of Heroes,119752704,0,122260,4.5,Games
Everpix HD Wallpapers - Cool Backgrounds & Themes,67971072,0,5521,4.5,Entertainment
Kindergarten Sight Words : High Frequency Words to Increase English Reading Fluency,61987840,2.99,21,3.5,Education
Bean Dreams,71748608,0.99,1382,4.5,Games
Felt: Birthday & Greeting Cards & Thank You Card,240285696,0,1724,4.5,Photo & Video
Craft The World - Pocket Edition,330018816,4.99,213,4.5,Games
McDonald's,202457088,0,4050,2,Food & Drink
My PlayHome School,206561280,2.99,1286,4.5,Entertainment
Wild Horse Simulator,78684160,0.99,961,4,Games
Cheetah Simulator,106536960,0.99,976,4.5,Games
Cycloramic for iPhone 6/6S (Not the 6+/6S+),32371712,1.99,168,2.5,Photo & Video
Space Age: A Cosmic Adventure,85868544,1.99,412,4,Games
WordBubbles!,79702016,0,62061,4.5,Games
Email - Fast & Secure mail for Gmail iCloud Yahoo,142936064,0,10778,4.5,Productivity
flick（フリック）- みんなの顔文字キーボードから名前が変わりました,75055104,0,8,5,Utilities
N.O.V.A. 3: Freedom Edition - Near Orbit Vanguard Alliance game,1400971264,0,25716,4.5,Games
codeSpark Academy with The Foos - coding for kids,161695744,0,977,4.5,Education
Oddworld: Stranger's Wrath,1190330368,2.99,713,4.5,Games
Radiation Island,1537737728,2.99,5148,4.5,Games
Sentinels of the Multiverse,913693696,6.99,505,4.5,Games
单机三国志2-铜雀台资料片 天天都玩,329893888,0,21,4.5,Games
CreamCam+ auto selfie enhancer,47947776,1.99,25,3.5,Photo & Video
Neko Atsume: Kitty Collector,44166144,0,31219,4.5,Games
平安好医生-要健康上平安好医生,120727552,0,0,0,Medical
Monster & Commander,281846784,0,1723,4.5,Games
My Little Pony: Trick or Treat,81508352,2.99,15,4.5,Book
Crossy Road - Endless Arcade Hopper,165471232,0,669079,4.5,Games
ProShot - RAW DSLR Controls & Video,5897216,3.99,893,4.5,Photo & Video
DaWanda - The marketplace for unique products,51405824,0,0,0,Shopping
Fragment's Note Memories -Fragment's Note公式資料集アプリ-,511918080,4.99,0,0,Book
Cesium Music Player,5883904,1.99,536,4.5,Music
Highrise - Your Avatar Community,116480000,0,2011,4,Social Networking
Google Classroom,143749120,0,5942,4,Education
Acapella from PicPlayPost,134921216,0,2487,4,Music
Pixelmator,132711424,4.99,1029,4,Photo & Video
The Swords,48083968,1.99,38,4,Games
Aeris Pulse Weather,30896128,0.99,81,4,Weather
GoldieBlox and the Movie Machine,93580288,0,1000,4,Education
DuckTales: Remastered,1070424064,4.99,165,4,Games
戦国乙女〜剣戟に舞う白き剣聖〜西国参戦編,1338712064,11.99,0,0,Games
JCPenney,113282048,0,1661,3.5,Shopping
Papa's Pizzeria To Go!,60056576,0.99,118,4.5,Games
Train Drive ATS 2,147553280,6.99,73,4.5,Games
Haunted Manor 2 - The Horror behind the Mystery - FULL (Christmas Edition),313634816,2.99,248,4.5,Games
Electric Screen Socket Prank,21296128,0,1469,3.5,Entertainment
Atom – Movie Tickets and Showtimes,102137856,0,4105,5,Entertainment
Ohajiki Web Browser,45042688,2.99,9,4.5,Health & Fitness
myHAC - Home Access Center,13446144,2.99,88,2.5,Education
モンスト マルチ掲示板 運極 ＆ ガチャ予報 & 攻略情報 for モンスターストライク,8606720,0,0,0,Games
Elf Pets® Virtual Reindeer – The Elf on the Shelf®,376027136,0.99,271,4.5,Games
GraphModeling,589824,0.99,26,4.5,Education
AdVenture Capitalist,292289536,0,181359,4.5,Games
MONOPOLY Bingo!,253120512,0,21025,4.5,Games
Football Heroes PRO 2016,141340672,0,3018,4,Games
Fear For Sale: Nightmare Cinema HD - A Mystery Hidden Object Game (Full),1672032256,6.99,8,4,Games
Fear For Sale: Nightmare Cinema - A Mystery Hidden Object Game (Full),1671360512,2.99,1,4,Games
Pro HDR X,1953792,1.99,345,3.5,Photo & Video
MeiCam - Video Production Master,133684224,0,0,0,Photo & Video
Halloween Face Paint Spa - Kids Makeup Salon Games,104049664,0,113,3,Games
GameDay Pro Football Radio - Live Games Scores Highlights News Stats and Schedules,18788352,1.99,113,5,Sports
Labo Halloween Car(4+),62780416,1.99,0,0,Games
Clockmaker – Mystery Match3 Puzzle,143858688,0,5246,4.5,Games
Jump on piano stack,18375680,0,1750,4,Games
Dumb Ways to Die 2: The Games,104282112,0,11295,4,Games
Enlight,127879168,3.99,4915,4.5,Photo & Video
Scary Doll,16478208,3.99,18,2,Games
PES CLUB MANAGER,1257910272,0,3216,4.5,Games
DingTalk,164508672,0,40,4,Business
Bumble – Find a Date Meet Friends & Network,91858944,0,10109,3.5,Lifestyle
Sandstorm: Pirate Wars,519218176,0,4518,4.5,Games
Sniper 3D Assassin: Shoot to Kill Gun Game,157851648,0,386521,5,Games
优信二手车-二手车买车卖车评估交易平台,71677952,0,6,5,Lifestyle
The Clymb — Gear Deals,8035328,0,104,3,Shopping
Haunt the House: Terrortown,192302080,1.99,1698,4.5,Games
Smash Monsters - City Rampage,111940608,0,7084,4.5,Games
ProTube for YouTube,28517376,3.99,1082,3.5,Entertainment
幻獣契約クリプトラクト,97223680,0,33,4,Games
KORG Module,1385491456,39.99,201,4,Music
Train Conductor World,158641152,0,1238,4.5,Games
Todo Number Matrix: Brain teasers logic puzzles and mathematical reasoning for kids,41566208,0.99,15,4.5,Education
Piloteer,276369408,2.99,1059,3.5,Games
Stickman Ice Hockey,51140608,0,676,4,Games
诸神战纪竞技场：超神大冒险(无尽关 排行榜 动作类横版过关游戏),57092096,0,0,0,Games
Give It Up!,137146368,0.99,2560,4,Games
TruckSimulation 16,1464656896,0.99,113,4.5,Games
Dog Simulator 2015,195235840,0,29817,4.5,Games
Crazy Eye Clinic - Doctor X Adventures,82837504,0,101,3,Games
DC Legends,271538176,0,16460,4.5,Games
Target Acquired,219380736,0,50,3.5,Games
多盈理财-正规手机投资金融理财产品,27424768,0,0,0,Finance
Shadowrocket,20136960,2.99,104,4,Utilities
Real Boxing 2 ROCKY,666117120,0,6263,4.5,Games
NOGGIN - Preschool Shows & Educational Kids Videos,73499648,0,782,3.5,Education
桃太郎の はなし は終わっていない #泣ける昔話ノベルゲーム,39667712,0,0,0,Games
Akinator the Genie FREE,117224448,0,2154,4,Entertainment
Astrå,215661568,0.99,42,4,Games
Zodiac: Orcanon Odyssey,1429069824,4.99,184,3,Games
Don't Die Mr. Robot!,57417728,0.99,7,4.5,Games
The Trace: Murder Mystery Game - Analyze evidence and solve the criminal case,278077440,3.99,2570,4,Games
Flewn,534294528,2.99,66,4.5,Book
The World II Hunting BOSS,538394624,0.99,141,4.5,Games
Griffin Simulator,105254912,0.99,417,4,Games
StickyBalls Deluxe - Addicting Fall Down Game,148612096,0,7002,4.5,Games
年賀状2018｜おしゃれなスマホで写真年賀状2018,76815360,0,0,0,Photo & Video
A Call From Santa! Voicemail & Text Messages,64863232,0,3823,4.5,Entertainment
Yurei Ninja,187797504,0,205,4,Games
Foot Locker,87000064,0,2477,4.5,Shopping
Weirdwood Manor,342845440,0,197,4.5,Book
Adventure Time Game Wizard - Draw Your Own Adventure Time Games,1218220032,4.99,848,4,Games
Astropad Standard,25945088,29.99,1439,4.5,Productivity
PAW Patrol Draw & Play HD,557006848,3.99,44,3.5,Education
Mobile Strike,256203776,0,24935,3.5,Games
TodayAir,30035968,0,0,0,Weather
Papers Please,51179520,7.99,970,5,Games
Heroes of Normandie,1486648320,14.99,53,3.5,Games
Sync Solver for Fitbit,14583808,2.99,859,4,Health & Fitness
MUSYNX,1274243072,0.99,197,5,Games
Clipstro Golf - Swing trajectory visualization,18195456,3.99,5,3.5,Sports
Polar Bear Simulator,116490240,0.99,293,4.5,Games
オオカミ姫 [ みんなで協力！ターン制ギルドバトルRPG ],155367424,0,0,0,Games
infltr - Infinite Filters,132298752,1.99,32,2.5,Photo & Video
Roller Coaster VR,462231552,0,128,3.5,Games
Duet Display,30325760,9.99,6165,4.5,Productivity
Boulder Dash® 30th Anniversary™ Premium,79798272,4.99,11,5,Games
Simple Machines by Tinybop,463391744,2.99,96,3.5,Education
The Robot Factory by Tinybop,298121216,0,335,4,Education
YouTube Kids,119236608,0,28560,4.5,Entertainment
The Survival Games 2 : Mini Game With Worldwide Multiplayer,248512512,0.99,514,3.5,Games
YeahKeys - Customize your keyboard,20318208,2.99,255,2,Utilities
Pulling USA,173531136,1.99,208,4,Games
WonderCat Adventures,74878976,2.99,93,4,Games
Christmas Sweeper 2,74791936,0,1200,4.5,Games
Pic-it Collage - Photo Collage Maker and Editor,36184064,0,415,4.5,Photo & Video
シンデレラブレイド2,2943549440,12.99,0,0,Games
Cloud Video Player Pro - Play Videos from Cloud,52418560,2.99,602,3.5,Photo & Video
Angry Birds POP! - Bubble Shooter,148629504,0,35711,4.5,Games
Survivors: the Quest®,102812672,0,24547,4,Games
Ref Guide for Essential Oils,38311936,6.99,151,4,Health & Fitness
Big Win Football 2016,79904768,0,4035,4,Games
Heads Up! Kids,102524928,0.99,94,3.5,Games
Feed’em Burger,54180864,0,1865,4.5,Games
夢王国と眠れる100人の王子様,98822144,0,198,4.5,Games
Santa Calls You,50864128,0.99,9,2.5,Entertainment
Christmas Food Fever Cooking Maker Kids Games,72098816,0,6975,4,Games
Douchebag Beach Club,33927168,0,213,4,Games
Mahjong Journey®,161162240,0,47949,4.5,Games
Pastel Keyboard Themes Extension - 100+ Cute Color,151986176,0.99,120,4,Utilities
HIGO-全球奢侈品牌和设计师品牌购买平台,30148608,0,9,4.5,Shopping
Crayola Color Alive,215654400,0,816,3,Entertainment
Defenders 2: Tower Defense battle of the frontiers,680251392,0,818,4,Games
Tubex - Videos and Music for YouTube,13450240,0,20943,4,Entertainment
Agent A: A puzzle in disguise,239047680,2.99,1390,4.5,Games
Dirt Trackin,341243904,2.99,1049,4.5,Games
TurboTax Tax Return App - File 2016 income taxes,151153664,0,9635,4.5,Finance
Halo: Spartan Strike,802975744,2.99,1159,4,Games
Medly - Music Maker,138166272,0,933,4.5,Music
Seekers Notes: Hidden Mystery,137282560,0,46384,4.5,Games
A Florist,1814528,0.99,0,0,Lifestyle
スタンバイ 仕事もバイトも暮らしにあった選び方,131605504,0,0,0,Business
The Snowman & The Snowdog Game,105910272,1.99,3,5,Games
暇なら話そう！誰でも話せて友達も作れる「KoeTomo」,77717504,0,0,0,Social Networking
Dragon Land,146343936,0,6079,4.5,Games
Color Pop Effects - Photo Editor & Picture Editing,78735360,0,45320,4.5,Photo & Video
Galactic Nemesis,52578304,0.99,247,5,Games
Tap Titans,393954304,0,87898,4.5,Games
Love You To Bits,370935808,3.99,2833,5,Games
Bike Unchained,545665024,0,629,4,Games
Santa Calls You Free,53106688,0,44,2.5,Entertainment
Five Nights at Freddy's 2,37310464,2.99,18107,4.5,Games
Attack the Light - Steven Universe Light RPG,312962048,2.99,10132,5,Games
WWE Immortals,2245948416,0,29918,4.5,Games
Lock Screens - Free Wallpapers & Background Themes,54643712,0,4429,4.5,Entertainment
oh my giraffe,10219520,1.99,106,4.5,Games
Hidden Objects: Mystery Society: Solve Crime Cases,94069760,0,6624,4,Games
Sprinkle of Jesus,29444096,0,485,3.5,Lifestyle
Sneaky Sneaky,491360256,2.99,300,4.5,Games
Weather - Radar - Storm with Morecast App,185079808,0,78,3.5,Weather
Runtastic Butt Workout & Booty Trainer Plans,94068736,0,222,4.5,Health & Fitness
Paper Monsters Recut,395749376,0.99,36,4,Games
The Collider 2,420882432,1.99,10,2,Games
Dude Perfect 2,103986176,0,28361,4.5,Games
Twilight Struggle,267043840,9.99,166,3.5,Games
My Om Nom,211459072,4.99,2074,4.5,Games
Small Town Terrors: Galdor's Bluff HD - A Magical Hidden Object Mystery (Full),555175936,6.99,71,4.5,Games
Small Town Terrors: Galdor's Bluff - A Magical Hidden Object Mystery (Full),555134976,2.99,17,4,Games
Dictator: Revolt,147761152,0.99,3939,4,Games
作业通-中小学搜题搜作文必备神器,18336768,0,0,0,Education
Dictator: Outbreak,148776960,0,10871,4,Games
Paribus - Rebates When Prices Drop,92841984,0,768,3,Finance
SpongeBob Bubble Party,126418944,0.99,171,4.5,Games
舞妓ドリル,18669568,0,0,0,Games
Around The World in 80 Days - Hidden Object Games,97043456,1.99,513,4.5,Games
Toca Kitchen 2,112056320,2.99,1858,4.5,Education
Amazon Alexa,78435328,0,3018,2,Music
Kaiser 64,34856960,0.99,1,5,Games
Santa Spy Cam! I Caught Santa!,21561344,0.99,52,1,Games
The Sandbox Evolution - Craft a 2D Pixel Universe,171243520,0,3220,4.5,Games
Aftercut : Background Eraser & Easy Photo Editor,99231744,1.99,91,4.5,Photo & Video
ペットとあそぼ！- 声を選んで写真がしゃべる、しりとりゲームおしゃべりペット！犬・猫好き癒し系アプリ,8593408,0.99,1,3,Entertainment
MobileData - Mobile data usage with Today Widget,17748992,0.99,0,0,Utilities
Snow Leopard Simulator,106881024,0.99,837,4.5,Games
Stray Dog Simulator,127668224,0.99,2781,4,Games
Evel Knievel,320951296,0,313,4.5,Games
Sling TV: A La Carte TV. Watch Live Shows & Sports,100124672,0,5693,2.5,Entertainment
Hyena Simulator,156360704,0.99,327,4.5,Games
Clash of Kings - CoK,157344768,0,23910,4.5,Games
Peg + Cat's Tree Problem,554023936,2.99,14,2.5,Education
SNCF,122186752,0,7,1.5,Travel
Quick Hit Slots – Casino Slot Machines Games,186679296,0,7646,4,Games
Fairytale Fiasco - Royal Rescue,101302272,0,168,3.5,Games
デジラアプリ - データ容量のやりくりに,16304128,0,0,0,Utilities
Pulse Secure,45465600,0,53,2,Business
萌店-朋友圈的美味生活,85620736,0,0,0,Shopping
YAZIO – Calorie Counter & Nutrition Tracker,75785216,0,115,4.5,Health & Fitness
Virry Educational. Play learn with real animals,131406848,0,50,3.5,Education
House of Terror VR,485908480,0,84,2.5,Games
Aerofly FS 2 Flight Simulator,2634030080,2.99,863,3.5,Games
Evoland,72448000,4.99,424,4,Games
Ball King,74174464,0,5834,4.5,Games
Game of Dice,187652096,0,3629,4.5,Games
好车无忧二手车—二手车买卖实体店,20352000,0,0,0,Lifestyle
I am Bread,1084654592,4.99,1394,3.5,Games
FineScanner Pro - PDF Document Scanner App + OCR,63974400,59.99,100,4,Business
Killer Clown Scare Prank,9056256,0.99,3,1.5,Entertainment
Video Call Santa Claus Christmas - Catch Kids Wish,68760576,0,228,2.5,Entertainment
Galaxy Trucker Pocket,118829056,4.99,259,5,Games
Osmo Masterpiece,191596544,0,247,3.5,Games
Paul Pixel - The Awakening,107995136,1.99,106,4.5,Games
Fix My Car: Garage Wars - Furious Street Mechanic!,83590144,1.99,181,3.5,Games
Amazon Prime Now,48007168,0,895,3,Shopping
Crane Connect,24176640,0,94,2,Health & Fitness
Hydra - Amazing Photography,16631808,4.99,249,3.5,Photo & Video
DropEraser,318803968,0,0,0,Games
MoonCatcher,8497152,0.99,0,0,Photo & Video
Classic Poker - Texas Holdem,103760896,0,110,4,Games
MacID,6208512,3.99,820,4,Utilities
City Police Car Driver Simulator – Drive Cops Auto,212642816,0,1238,4,Games
Women's Health 100 Tage Training ohne Geräte,39852032,0.99,0,0,Health & Fitness
New baseball board app BasePinBall,177752064,0,5,3,Games
Venture Kid,27722752,0.99,1333,4.5,Games
TwinSpires Official Kentucky Derby Wagering App,72011776,0,131,3,Sports
PopSwish Basketball by Andrew Wiggins,104709120,0,89,4,Games
SpongeBob: Sponge on the Run,171291648,3.99,481,4,Games
Transistor,2414573568,4.99,1250,4.5,Games
Owl Simulator,104480768,0.99,263,4,Games
SpongeBob's Game Frenzy,466039808,2.99,205,4,Games
Otaku quizzes from manga and anime--Slice HEROES!,38242304,0,0,0,Games
Azerrz Sounds,106823680,0.99,71,4.5,Entertainment
Earn to Die 2 Lite,70754304,0,1147,4.5,Games
You Stupid,24551424,0,2018,4,Games
LINE BROWN FARM,180995072,0,122,4.5,Games
iSlash Heroes,150040576,0,1170,4,Games
MORTAL KOMBAT X,1738707968,0,114475,4.5,Games
Invasion: Modern Empire,150786048,0,4276,4,Games
出会い無料のチャット掲示板 LINK,26204160,0,0,0,Social Networking
Dreamdays: Count Down to the Days that Matter,52049920,0.99,7863,5,Utilities
Gear.Club - True Racing,2386132992,0,2793,4.5,Games
Lumyer - augmented reality camera effects,121899008,0,3896,4.5,Photo & Video
Jet: Online Shopping Deals & Bulk Wholesale Prices,203396096,0,9006,4.5,Shopping
Panther Simulator,138006528,0.99,476,4,Games
Questerium: Sinister Trinity Collector's Edition HD (Full),1176809472,6.99,243,4.5,Games
Riff Racer: Race Your Music,403729408,0.99,18,3.5,Games
Ulysses,97912832,24.99,498,4.5,Productivity
Sweet Shop,80953344,0.99,258,4,Games
Theory of evolution,42460160,0,0,0,Entertainment
VivaVideo PRO Best Video Editor & Movie Maker HD,135152640,2.99,442,4.5,Photo & Video
ニュース速報と災害地震速報が届くライフライン NewsDigest（ニュースダイジェスト）,96060416,0,0,0,News
Deck Heroes: Legacy,112683008,0,494,4,Games
Dr. Panda's Ice Cream Truck,205928448,1.99,445,4,Education
Dr. Panda Restaurant Asia,261428224,0,853,4.5,Education
Walking for Weight Loss: training plans GPS tips,111419392,0,397,3.5,Health & Fitness
Prodigy Math Game,10961920,0,6683,4.5,Education
Alto's Adventure,128664576,4.99,7824,4.5,Games
Whispering Willows,1595742208,4.99,57,4,Games
Polaroid Print App - ZIP,85582848,0,631,1.5,Photo & Video
Card Crawl,147526656,2.99,1461,4.5,Games
Krosmaster Arena,383136768,0,91,2.5,Games
Dark Echo,92751872,1.99,3542,4.5,Games
The Line Zen,28614656,0,16674,4.5,Games
Bachify,98627584,1.99,88,3.5,Photo & Video
ZigZag,120344576,0,104502,4.5,Games
Touchdown Hero,163222528,0,6570,4.5,Games
がんばれルルロロ！かさねてブロック,36737024,0,0,0,Games
オーブGETマルチ掲示板！ for モンスト,10363904,0,0,0,Entertainment
Scanner App by Photomyne: Scan & Auto-Crop Photos,71397376,1.99,2582,4.5,Photo & Video
DRAGON BALL Z DOKKAN BATTLE,116492288,0,5362,4,Games
Filterra – Photo Editor Effects for Pictures,99465216,0,14744,4.5,Photo & Video
Traffic Rider,244306944,0,14592,4.5,Games
Cool Wallpapers for Pokemon,18546688,0,3694,5,Photo & Video
Kiwake Alarm Clock - Take back your mornings,57243648,2.99,1536,4,Lifestyle
Microsoft Outlook - email and calendar,185139200,0,32807,3.5,Productivity
TankTrouble - Mobile Mayhem,19456000,1.99,42,4,Games
SOUND Canvas,73953280,19.99,36,4,Music
パチスロ黄門ちゃま 喝,1637367808,14.99,0,0,Games
Ski Safari 2,223045632,0.99,919,4.5,Games
3D Maze Level 100,111026176,0,22,4.5,Games
LOL Movie: Change your face + voice!,64729088,0,849,4.5,Photo & Video
Export Messages - Save Print Backup Recover Text SMS iMessages,8663040,4.99,284,3.5,Entertainment
Oil Hunt,243789824,0,403,3.5,Games
Her Story,1881128960,2.99,346,4,Games
Keep - 移动健身教练 自由运动场,168207360,0,550,4.5,Health & Fitness
King of Thieves,183342080,0,20911,4.5,Games
Music Freedom - Unlimited Free MP3 Music Streaming,22730752,0,1246,4,Music
VR Roller Coaster,169523200,0,107,3.5,Games
Furdemption - A Quest For Wings,38349824,2.99,703,5,Games
平安WiFi-手机必备的万能WiFi上网钥匙,56961024,0,16,4,Utilities
Cryptomator - Cloud Storage Encryption,33991680,4.99,32,4.5,Productivity
Odd Squad: Blob Chase,485670912,1.99,38,3.5,Education
Be Focused Pro - Focus timer & Goal Tracker,45358080,1.99,643,4.5,Productivity
センバツLIVE!2017／第89回選抜高校野球大会公式アプリ,60797952,0,0,0,News
Bestie-Beauty Camera 360 & Portrait Selfie Editor,107235328,0,1035,4.5,Photo & Video
1+2=3,21727232,0,2816,4,Games
Sabertooth Tiger Simulator,122327040,0.99,323,4.5,Games
一筆書きゲーム！無料パズルで脳トレしよう！ by だーぱん,57066496,0,0,0,Games
Play Basketball Hoops 2017 - Real slam dunks game,175461376,0,751,3,Games
Tower Knights!,310361088,0,334,4,Games
ダウト～嘘つきオトコは誰？～,373496832,0,8,4,Games
Divide By Sheep,153575424,2.99,138,4.5,Games
Video Saver & Uploader-Save & Upload your Photo&Movie,11715584,0.99,1754,4,Photo & Video
Snow Roll,36985856,0,1533,4,Games
戦艦帝国-200艘の実在戦艦を集めろ (2周年記念&世界2000万DL),127147008,0,12,4,Games
Minesweeper - Widget Edition,1126400,0.99,52,4,Games
Musical Video Creator Music+Videos illuminati Pro,17254400,0,1588,3.5,Entertainment
Fear For Sale: The 13 Keys HD - A Scary Hidden Object Mystery (Full),1591455744,6.99,90,4,Games
同花顺至尊版,126493696,0.99,67,4.5,Finance
特种部队-跨服竞技TCG军事策略游戏,140282880,0,17,5,Games
Unblue,3767296,2.99,424,1.5,Productivity
Mr Jump,66228224,0,33282,4.5,Games
Zig Zag Boom,113618944,0,3242,4.5,Games
Chrome Death,81897472,0,234,3.5,Games
Create Musical Vids - Dubsmash & Musical.ly Edition - Record yourself saying the best sounds,20520960,1.99,51,3.5,Entertainment
CPlus for Craigslist app - mobile classifieds,120219648,0,13345,5,Catalogs
Domino Drop,43565056,1.99,2272,4.5,Games
Pursuit of Light,33284096,0.99,2114,4.5,Games
Jelly Jump,249597952,0,48694,4.5,Games
Green the Planet,14761984,0,5660,4.5,Games
Century City,83817472,0,20147,4.5,Games
MARVEL Future Fight,1350787072,0,20906,4.5,Games
Baby Cries Translator,16435200,2.99,12,1.5,Health & Fitness
Storm Radar,93304832,0,22792,4.5,Weather
Boom Boom Soccer,169730048,0,91,3,Games
